id,data,canale,sku,prodotto,categoria,testo,tema_reale
TCK-2279,2026-04-10,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,"Salve, il Vibratore per coppie Duo App funziona anche senza app o serve per forza lo smartphone? Fatemi sapere per favore.",scelta_preacquisto
TCK-2280,2026-05-23,whatsapp,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Ciao, ordinato il 23/05 e dopo dieci giorni il pacco non è ancora arrivato. Il tracking è fermo da una settimana. Potete aiutarmi?",logistica_consegna
TCK-2281,2026-04-08,whatsapp,SKU-109,Palline vaginali Kegel Set,palline,"Buonasera, mi avevano promesso il rimborso via mail, da allora silenzio totale. Grazie in anticipo.",reso_rimborso
TCK-2282,2026-06-12,email,SKU-111,Kit bondage Soft Start,bdsm,"Ciao, il Kit bondage Soft Start si può usare con un lubrificante al silicone o rovina il materiale?",uso_prodotto
TCK-2283,2026-06-11,email,SKU-109,Palline vaginali Kegel Set,palline,"Buonasera, vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta. Resto in attesa.",imballo_privacy
TCK-2284,2026-07-02,chat,SKU-105,Anello fallico Orbit,per-lui,come si carica il Anello fallico Orbit? Nella confezione non c'era nessun foglietto di istruzioni. Fatemi sapere per favore.,uso_prodotto
TCK-2285,2026-07-01,email,SKU-109,Palline vaginali Kegel Set,palline,"Buonasera, è il mio primo acquisto di questo tipo e non so proprio da dove iniziare. Potete consigliarmi? Fatemi sapere per favore.",scelta_preacquisto
TCK-2286,2026-09-18,email,SKU-105,Anello fallico Orbit,per-lui,"Ciao, volevo capire se il Anello fallico Orbit è utile per la riabilitazione del pavimento pelvico o è solo per il piacere. Potete aiutarmi?",scelta_preacquisto
TCK-2287,2026-06-29,email,SKU-105,Anello fallico Orbit,per-lui,"Ciao, il Anello fallico Orbit ha smesso di vibrare dopo pochi utilizzi. Fatemi sapere per favore.",difetto_prodotto
TCK-2288,2026-08-04,instagram,SKU-102,Vibratore Rabbit Nova,vibratori,"Salve, ho chiesto il reso del Vibratore Rabbit Nova venti giorni fa, il rimborso non è ancora arrivato. Grazie in anticipo.",reso_rimborso
TCK-2289,2026-06-03,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta? Grazie mille.",uso_prodotto
TCK-2290,2026-05-04,email,SKU-105,Anello fallico Orbit,per-lui,"Buongiorno, il Anello fallico Orbit non tiene la carica: dopo venti minuti è già scarico. Resto in attesa.",difetto_batteria
TCK-2291,2026-06-16,chat,SKU-106,Masturbatore Echo,per-lui,come faccio a capire se il Masturbatore Echo è completamente carico? La spia lampeggia e basta. Grazie mille.,uso_prodotto
TCK-2292,2026-08-21,email,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Ciao, mi avevano promesso il rimborso via mail, da allora silenzio totale. Grazie in anticipo.",reso_rimborso
TCK-2293,2026-07-01,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buonasera, come si carica il Succhia-clitoride Aurora? Nella confezione non c'era nessun foglietto di istruzioni. Resto in attesa.",uso_prodotto
TCK-2294,2026-04-03,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Salve, non riesco a collegare il Vibratore per coppie Duo App all'app, il bluetooth non lo trova.",uso_prodotto
TCK-2295,2026-06-10,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, non riesco a scaricare la fattura dall'area personale. Fatemi sapere per favore.",promo_ordini
TCK-2296,2026-08-09,instagram,SKU-112,Body in pizzo Luce,lingerie,"Salve, ho chiesto se il nome che compare sulla carta è riconoscibile e non ho avuto risposta chiara. Resto in attesa.",imballo_privacy
TCK-2297,2026-05-10,instagram,SKU-108,Dildo in silicone Onda,dildo,il Dildo in silicone Onda ha smesso di vibrare dopo pochi utilizzi. Grazie in anticipo.,difetto_prodotto
TCK-2298,2026-05-30,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre. Grazie in anticipo.,logistica_consegna
TCK-2299,2026-09-10,chat,SKU-103,Wand massaggiante Vela,wand,il materiale del Wand massaggiante Vela è compatibile con chi ha la pelle sensibile? Resto in attesa.,scelta_preacquisto
TCK-2300,2026-04-10,instagram,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, mi avevano promesso il rimborso via mail, da allora silenzio totale. Grazie in anticipo.",reso_rimborso
TCK-2301,2026-04-06,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,il Vibratore per coppie Duo App funziona anche senza app o serve per forza lo smartphone?,scelta_preacquisto
TCK-2302,2026-07-04,email,SKU-103,Wand massaggiante Vela,wand,vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta.,imballo_privacy
TCK-2303,2026-03-30,chat,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Ciao, nella scheda del Lubrificante base acqua Fresh 100ml non sono indicate le dimensioni reali, dal vivo è molto più grande.",informazione_scheda
TCK-2304,2026-08-13,whatsapp,SKU-106,Masturbatore Echo,per-lui,seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre. Fatemi sapere per favore.,logistica_consegna
TCK-2305,2026-08-15,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"il codice sconto non si applica al carrello, ho provato con tre browser diversi. Grazie mille.",promo_ordini
TCK-2306,2026-09-21,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, sulla scheda del Body in pizzo Luce non è chiaro cosa sia incluso nella confezione. Resto in attesa.",informazione_scheda
TCK-2307,2026-06-01,email,SKU-107,Kit plug progressivo,anale,"Buonasera, sto scegliendo tra il Kit plug progressivo e un altro modello, non capisco la differenza tra i due.",scelta_preacquisto
TCK-2308,2026-09-13,email,SKU-102,Vibratore Rabbit Nova,vibratori,"consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
TCK-2309,2026-08-01,instagram,SKU-106,Masturbatore Echo,per-lui,"reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo? Potete aiutarmi?",reso_rimborso
TCK-2310,2026-04-11,chat,SKU-108,Dildo in silicone Onda,dildo,"Ciao, reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo? Potete aiutarmi?",reso_rimborso
TCK-2311,2026-08-16,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buonasera, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
TCK-2312,2026-04-12,email,SKU-106,Masturbatore Echo,per-lui,"assistenza gentile ma non risolutiva, mi hanno rimandato a una pagina che non c'entrava nulla.",assistenza
TCK-2313,2026-09-16,instagram,SKU-108,Dildo in silicone Onda,dildo,"Buongiorno, ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato. Grazie mille.",logistica_consegna
TCK-2314,2026-09-02,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, il codice sconto non si applica al carrello, ho provato con tre browser diversi.",promo_ordini
TCK-2315,2026-04-10,instagram,SKU-103,Wand massaggiante Vela,wand,"Buongiorno, le foto del Wand massaggiante Vela non rendono l'idea del colore vero. Resto in attesa.",informazione_scheda
TCK-2316,2026-05-24,email,SKU-112,Body in pizzo Luce,lingerie,"Salve, vorrei fare un regalo alla mia partner ma ho paura di sbagliare, come mi oriento?",scelta_preacquisto
TCK-2317,2026-09-06,chat,SKU-102,Vibratore Rabbit Nova,vibratori,"Buonasera, non riesco a collegare il Vibratore Rabbit Nova all'app, il bluetooth non lo trova. Potete aiutarmi?",uso_prodotto
TCK-2318,2026-08-28,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,avevo diritto al Bonus Goduria ma non capisco come si richiede. Fatemi sapere per favore.,promo_ordini
TCK-2319,2026-04-08,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,rimborso arrivato parziale senza nessuna spiegazione sulla differenza. Fatemi sapere per favore.,reso_rimborso
TCK-2320,2026-05-12,chat,SKU-103,Wand massaggiante Vela,wand,"Buonasera, però sull'estratto conto compare un nome che si capisce benissimo cosa sia. Sul sito dite il contrario. Grazie mille.",imballo_privacy
TCK-2321,2026-05-25,chat,SKU-108,Dildo in silicone Onda,dildo,"vorrei fare un regalo alla mia partner ma ho paura di sbagliare, come mi oriento?",scelta_preacquisto
TCK-2322,2026-06-30,instagram,SKU-105,Anello fallico Orbit,per-lui,"Salve, come faccio a capire se il Anello fallico Orbit è completamente carico? La spia lampeggia e basta.",uso_prodotto
TCK-2323,2026-05-18,whatsapp,SKU-103,Wand massaggiante Vela,wand,"sto scegliendo tra il Wand massaggiante Vela e un altro modello, non capisco la differenza tra i due.",scelta_preacquisto
TCK-2324,2026-07-03,email,SKU-112,Body in pizzo Luce,lingerie,"Salve, il Body in pizzo Luce si può usare anche in gravidanza? Fatemi sapere per favore.",scelta_preacquisto
TCK-2325,2026-03-28,whatsapp,SKU-111,Kit bondage Soft Start,bdsm,"Ciao, sono indecisa tra due prodotti della stessa categoria, esiste una guida che li confronti? Fatemi sapere per favore.",scelta_preacquisto
TCK-2326,2026-08-05,email,SKU-106,Masturbatore Echo,per-lui,"mi avevano promesso il rimborso via mail, da allora silenzio totale.",reso_rimborso
TCK-2327,2026-04-25,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei. Potete aiutarmi?",imballo_privacy
TCK-2328,2026-05-16,instagram,SKU-109,Palline vaginali Kegel Set,palline,"Buonasera, tracking mai aggiornato, non ho idea di dove sia il mio ordine. Un po' di trasparenza in più non guasterebbe. Grazie mille.",logistica_consegna
TCK-2329,2026-08-04,email,SKU-102,Vibratore Rabbit Nova,vibratori,"Buonasera, sto scegliendo tra il Vibratore Rabbit Nova e un altro modello, non capisco la differenza tra i due. Grazie in anticipo.",scelta_preacquisto
TCK-2330,2026-07-04,chat,SKU-105,Anello fallico Orbit,per-lui,"imballaggio davvero discreto, sulla scatola non c'è scritto niente. Su questo siete impeccabili. Grazie in anticipo.",imballo_privacy
TCK-2331,2026-09-19,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,il Vibratore per coppie Duo App funziona anche senza app o serve per forza lo smartphone?,scelta_preacquisto
TCK-2332,2026-07-31,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buongiorno, non si capisce dalla descrizione se il Succhia-clitoride Aurora è ricaricabile o va a pile.",informazione_scheda
TCK-2333,2026-06-11,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, il cavo di ricarica in dotazione ha smesso di funzionare quasi subito. Grazie in anticipo.",difetto_batteria
TCK-2334,2026-07-15,email,SKU-102,Vibratore Rabbit Nova,vibratori,"mi è arrivato già usato, la confezione era chiaramente stata aperta. Resto in attesa.",difetto_prodotto
TCK-2335,2026-06-05,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"il codice sconto non si applica al carrello, ho provato con tre browser diversi. Potete aiutarmi?",promo_ordini
TCK-2336,2026-07-19,email,SKU-103,Wand massaggiante Vela,wand,il Wand massaggiante Vela si spegne da solo a metà utilizzo anche se la spia dice che è carico. Resto in attesa.,difetto_batteria
TCK-2337,2026-08-22,chat,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Salve, le istruzioni del Lubrificante base acqua Fresh 100ml sono solo in inglese e in cinese, in italiano niente.",uso_prodotto
TCK-2338,2026-06-09,instagram,SKU-108,Dildo in silicone Onda,dildo,"il Dildo in silicone Onda risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso. Grazie in anticipo.",logistica_consegna
TCK-2339,2026-07-23,instagram,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Ciao, vorrei fare un regalo alla mia partner ma ho paura di sbagliare, come mi oriento?",scelta_preacquisto
TCK-2340,2026-06-29,email,SKU-107,Kit plug progressivo,anale,"mi è arrivato già usato, la confezione era chiaramente stata aperta. Grazie in anticipo.",difetto_prodotto
TCK-2341,2026-05-17,chat,SKU-108,Dildo in silicone Onda,dildo,"Salve, ho chiesto il reso del Dildo in silicone Onda venti giorni fa, il rimborso non è ancora arrivato. Grazie in anticipo.",reso_rimborso
TCK-2342,2026-09-01,email,SKU-105,Anello fallico Orbit,per-lui,"Ciao, le istruzioni del Anello fallico Orbit sono solo in inglese e in cinese, in italiano niente. Grazie mille.",uso_prodotto
TCK-2343,2026-07-22,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta? Resto in attesa.",uso_prodotto
TCK-2344,2026-05-14,chat,SKU-112,Body in pizzo Luce,lingerie,spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto. Resto in attesa.,logistica_consegna
TCK-2345,2026-09-08,email,SKU-111,Kit bondage Soft Start,bdsm,"Ciao, il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando. Grazie in anticipo.",logistica_consegna
TCK-2346,2026-07-26,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, l'app si disconnette in continuazione quando lo controllo a distanza. È normale?",uso_prodotto
TCK-2347,2026-05-26,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buongiorno, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
TCK-2348,2026-05-08,whatsapp,SKU-102,Vibratore Rabbit Nova,vibratori,"Buonasera, non capisco a cosa servano le diverse modalità del Vibratore Rabbit Nova, sul libretto non è spiegato.",uso_prodotto
TCK-2349,2026-07-28,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, che taglia prendo del Body in pizzo Luce? Le misure sulla scheda non corrispondono a quelle italiane. Potete aiutarmi?",scelta_preacquisto
TCK-2350,2026-09-08,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,"il codice sconto non si applica al carrello, ho provato con tre browser diversi.",promo_ordini
TCK-2351,2026-05-17,email,SKU-107,Kit plug progressivo,anale,"Buonasera, sarebbe utile indicare quanti decibel fa il Kit plug progressivo, la rumorosità non è scritta da nessuna parte. Fatemi sapere per favore.",informazione_scheda
TCK-2352,2026-05-31,whatsapp,SKU-105,Anello fallico Orbit,per-lui,"Ciao, come faccio a capire se il Anello fallico Orbit è completamente carico? La spia lampeggia e basta. Grazie mille.",uso_prodotto
TCK-2353,2026-05-22,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,la cinghia del Vibratore per coppie Duo App si è strappata la seconda volta che l'ho usato. Resto in attesa.,difetto_prodotto
TCK-2354,2026-09-03,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buongiorno, non riesco a collegare il Vibratore per coppie Duo App all'app, il bluetooth non lo trova.",uso_prodotto
TCK-2355,2026-03-28,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, il Vibratore per coppie Duo App funziona anche senza app o serve per forza lo smartphone? Potete aiutarmi?",scelta_preacquisto
TCK-2356,2026-08-20,instagram,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buongiorno, cerco qualcosa da usare in coppia a distanza, quale mi consigliate? Potete aiutarmi?",scelta_preacquisto
TCK-2357,2026-07-18,email,SKU-111,Kit bondage Soft Start,bdsm,"Buonasera, mi avevano promesso il rimborso via mail, da allora silenzio totale. Grazie mille.",reso_rimborso
TCK-2358,2026-09-12,instagram,SKU-103,Wand massaggiante Vela,wand,"Ciao, sono indecisa tra due prodotti della stessa categoria, esiste una guida che li confronti? Grazie mille.",scelta_preacquisto
TCK-2359,2026-05-02,whatsapp,SKU-112,Body in pizzo Luce,lingerie,"assistenza clienti davvero impeccabile, mi hanno risposto in mezza giornata e risolto tutto. Fatemi sapere per favore.",assistenza
TCK-2360,2026-05-13,instagram,SKU-105,Anello fallico Orbit,per-lui,"Salve, ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso. Fatemi sapere per favore.",reso_rimborso
TCK-2361,2026-05-02,chat,SKU-109,Palline vaginali Kegel Set,palline,il Palline vaginali Kegel Set si può usare con un lubrificante al silicone o rovina il materiale?,uso_prodotto
TCK-2362,2026-09-17,chat,SKU-109,Palline vaginali Kegel Set,palline,"mi avevano promesso il rimborso via mail, da allora silenzio totale. Potete aiutarmi?",reso_rimborso
TCK-2363,2026-07-14,instagram,SKU-105,Anello fallico Orbit,per-lui,"Buongiorno, si può usare il Anello fallico Orbit sotto la doccia oppure no? Fatemi sapere per favore.",uso_prodotto
TCK-2364,2026-05-15,chat,SKU-112,Body in pizzo Luce,lingerie,"tracking mai aggiornato, non ho idea di dove sia il mio ordine. Un po' di trasparenza in più non guasterebbe. Potete aiutarmi?",logistica_consegna
TCK-2365,2026-05-22,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, il Vibratore per coppie Duo App funziona anche senza app o serve per forza lo smartphone?",scelta_preacquisto
TCK-2366,2026-05-29,instagram,SKU-105,Anello fallico Orbit,per-lui,"Ciao, ho pagato la spedizione anche se avevo superato la soglia della spedizione gratuita. Grazie mille.",promo_ordini
TCK-2367,2026-04-08,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, dopo tre settimane il Vibratore per coppie Duo App non si accende più, la base magnetica non aggancia bene.",difetto_batteria
TCK-2368,2026-09-07,email,SKU-109,Palline vaginali Kegel Set,palline,"Ciao, reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo?",reso_rimborso
TCK-2369,2026-04-04,email,SKU-109,Palline vaginali Kegel Set,palline,"Ciao, seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre.",logistica_consegna
TCK-2370,2026-08-27,email,SKU-108,Dildo in silicone Onda,dildo,"Ciao, il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.",logistica_consegna
TCK-2371,2026-06-07,email,SKU-106,Masturbatore Echo,per-lui,il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.,logistica_consegna
TCK-2372,2026-06-24,whatsapp,SKU-112,Body in pizzo Luce,lingerie,"Ciao, sono indecisa tra due prodotti della stessa categoria, esiste una guida che li confronti? Grazie in anticipo.",scelta_preacquisto
TCK-2373,2026-08-09,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buongiorno, non riesco a scaricare la fattura dall'area personale. Potete aiutarmi?",promo_ordini
TCK-2374,2026-08-23,email,SKU-109,Palline vaginali Kegel Set,palline,"Buongiorno, il Palline vaginali Kegel Set si può usare con un lubrificante al silicone o rovina il materiale?",uso_prodotto
TCK-2375,2026-06-14,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,volevo capire se il Succhia-clitoride Aurora è utile per la riabilitazione del pavimento pelvico o è solo per il piacere. Resto in attesa.,scelta_preacquisto
TCK-2376,2026-07-02,chat,SKU-102,Vibratore Rabbit Nova,vibratori,"Ciao, il Vibratore Rabbit Nova si può usare con un lubrificante al silicone o rovina il materiale? Resto in attesa.",uso_prodotto
TCK-2377,2026-09-17,email,SKU-104,Vibratore per coppie Duo App,coppie-app,ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso.,reso_rimborso
TCK-2378,2026-08-22,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buongiorno, l'app si disconnette in continuazione quando lo controllo a distanza. È normale?",uso_prodotto
TCK-2379,2026-07-24,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Salve, il codice sconto non si applica al carrello, ho provato con tre browser diversi. Fatemi sapere per favore.",promo_ordini
