id,data,fonte,sku,prodotto,categoria,rating,testo,tema_reale
REC-1300,2026-07-02,trustpilot,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,2,Sulla scheda del Lubrificante base acqua Fresh 100ml non è chiaro cosa sia incluso nella confezione.,informazione_scheda
REC-1301,2026-06-24,sito,SKU-111,Kit bondage Soft Start,bdsm,1,il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.,logistica_consegna
REC-1302,2026-09-05,sito,SKU-103,Wand massaggiante Vela,wand,1,"Salve, il Wand massaggiante Vela risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso.",logistica_consegna
REC-1303,2026-05-29,trustpilot,SKU-107,Kit plug progressivo,anale,5,Finalmente un negozio italiano serio su questo tema. Il Kit plug progressivo è di qualità alta.,feedback_positivo
REC-1304,2026-04-16,trustpilot,SKU-111,Kit bondage Soft Start,bdsm,5,"servizio impeccabile dall'ordine alla consegna, e il Kit bondage Soft Start ha superato le aspettative.",feedback_positivo
REC-1305,2026-05-12,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,2,"Salve, reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo?",reso_rimborso
REC-1306,2026-08-11,trustpilot,SKU-111,Kit bondage Soft Start,bdsm,5,"comprato per curiosità, tornata per la seconda volta. Il Kit bondage Soft Start è ottimo.",feedback_positivo
REC-1307,2026-08-22,trustpilot,SKU-108,Dildo in silicone Onda,dildo,5,Il Dildo in silicone Onda vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1308,2026-08-31,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Uno dei pulsanti del Vibratore per coppie Duo App non risponde, devo premerlo cinque volte.",difetto_prodotto
REC-1309,2026-05-05,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,3,"Il Vibratore per coppie Duo App ha un odore di plastica molto forte appena aperto, non me lo aspettavo da un silicone medicale.",difetto_prodotto
REC-1310,2026-07-05,sito,SKU-108,Dildo in silicone Onda,dildo,2,"Ciao, ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato.",logistica_consegna
REC-1311,2026-06-24,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,"Salve, avevo diritto al Bonus Goduria ma non capisco come si richiede.",promo_ordini
REC-1312,2026-07-09,sito,SKU-102,Vibratore Rabbit Nova,vibratori,1,"Buongiorno, il cavo di ricarica in dotazione ha smesso di funzionare quasi subito.",difetto_batteria
REC-1313,2026-04-07,trustpilot,SKU-108,Dildo in silicone Onda,dildo,2,il Dildo in silicone Onda doveva essere impermeabile e invece dopo averlo sciacquato ha iniziato a fare le bizze.,difetto_prodotto
REC-1314,2026-07-27,sito,SKU-109,Palline vaginali Kegel Set,palline,3,"Imballaggio davvero discreto, sulla scatola non c'è scritto niente. Su questo siete impeccabili.",imballo_privacy
REC-1315,2026-04-03,trustpilot,SKU-103,Wand massaggiante Vela,wand,1,"consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1316,2026-07-16,trustpilot,SKU-108,Dildo in silicone Onda,dildo,5,Ho chiesto se il nome che compare sulla carta è riconoscibile e non ho avuto risposta chiara.,imballo_privacy
REC-1317,2026-06-09,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,"Prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1318,2026-06-08,sito,SKU-103,Wand massaggiante Vela,wand,1,Seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre.,logistica_consegna
REC-1319,2026-05-28,sito,SKU-112,Body in pizzo Luce,lingerie,2,"Ciao, ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato.",logistica_consegna
REC-1320,2026-09-21,trustpilot,SKU-103,Wand massaggiante Vela,wand,2,Il Wand massaggiante Vela si spegne da solo a metà utilizzo anche se la spia dice che è carico.,difetto_batteria
REC-1321,2026-05-08,sito,SKU-103,Wand massaggiante Vela,wand,2,"Salve, pacco bloccato in transito da sei giorni, nessuno mi sa dire nulla.",logistica_consegna
REC-1322,2026-07-02,sito,SKU-106,Masturbatore Echo,per-lui,1,"Il Masturbatore Echo è arrivato con un difetto sul silicone, c'era proprio un taglio.",difetto_prodotto
REC-1323,2026-09-16,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,3,l'app si disconnette in continuazione quando lo controllo a distanza. È normale?,uso_prodotto
REC-1324,2026-05-13,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,3,Qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta?,uso_prodotto
REC-1325,2026-04-23,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,"Consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1326,2026-06-10,sito,SKU-102,Vibratore Rabbit Nova,vibratori,1,Ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso.,reso_rimborso
REC-1327,2026-06-12,sito,SKU-108,Dildo in silicone Onda,dildo,3,"Ho ricevuto una risposta chiara e senza giudizio, e per un acquisto del genere conta parecchio.",assistenza
REC-1328,2026-06-22,trustpilot,SKU-103,Wand massaggiante Vela,wand,1,"Buongiorno, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
REC-1329,2026-06-27,trustpilot,SKU-112,Body in pizzo Luce,lingerie,5,"Servizio impeccabile dall'ordine alla consegna, e il Body in pizzo Luce ha superato le aspettative.",feedback_positivo
REC-1330,2026-07-31,sito,SKU-109,Palline vaginali Kegel Set,palline,1,"Reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo?",reso_rimborso
REC-1331,2026-04-30,sito,SKU-106,Masturbatore Echo,per-lui,5,"Prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1332,2026-07-06,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,"Ho chiesto il reso del Succhia-clitoride Aurora venti giorni fa, il rimborso non è ancora arrivato.",reso_rimborso
REC-1333,2026-09-19,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,2,Spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto.,logistica_consegna
REC-1334,2026-04-10,sito,SKU-105,Anello fallico Orbit,per-lui,3,Vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta.,imballo_privacy
REC-1335,2026-08-22,trustpilot,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,1,"mi è arrivato già usato, la confezione era chiaramente stata aperta.",difetto_prodotto
REC-1336,2026-05-12,sito,SKU-103,Wand massaggiante Vela,wand,5,"Prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1337,2026-09-19,sito,SKU-111,Kit bondage Soft Start,bdsm,2,"Nella scheda del Kit bondage Soft Start non sono indicate le dimensioni reali, dal vivo è molto più grande.",informazione_scheda
REC-1338,2026-08-10,sito,SKU-105,Anello fallico Orbit,per-lui,5,"Buonasera, però sull'estratto conto compare un nome che si capisce benissimo cosa sia. Sul sito dite il contrario.",imballo_privacy
REC-1339,2026-04-16,sito,SKU-108,Dildo in silicone Onda,dildo,5,"Ottimo acquisto, il Dildo in silicone Onda è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1340,2026-09-09,sito,SKU-108,Dildo in silicone Onda,dildo,1,Il Dildo in silicone Onda ha smesso di vibrare dopo pochi utilizzi.,difetto_prodotto
REC-1341,2026-09-21,trustpilot,SKU-106,Masturbatore Echo,per-lui,5,Il Masturbatore Echo vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1342,2026-09-05,sito,SKU-108,Dildo in silicone Onda,dildo,1,"pacco bloccato in transito da sei giorni, nessuno mi sa dire nulla.",logistica_consegna
REC-1343,2026-05-21,sito,SKU-112,Body in pizzo Luce,lingerie,1,"Salve, ho pagato la spedizione express e è arrivato con gli stessi tempi di quella standard.",logistica_consegna
REC-1344,2026-07-10,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,Il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.,logistica_consegna
REC-1345,2026-08-22,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,Si scarica molto più in fretta di quanto dichiarato nella scheda. Parlavate di due ore.,difetto_batteria
REC-1346,2026-07-12,sito,SKU-108,Dildo in silicone Onda,dildo,5,"ottimo acquisto, il Dildo in silicone Onda è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1347,2026-03-26,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,1,"Salve, il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.",logistica_consegna
REC-1348,2026-08-13,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,La cinghia del Vibratore per coppie Duo App si è strappata la seconda volta che l'ho usato.,difetto_prodotto
REC-1349,2026-07-08,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,1,Seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre.,logistica_consegna
REC-1350,2026-07-18,sito,SKU-112,Body in pizzo Luce,lingerie,3,Le foto del Body in pizzo Luce non rendono l'idea del colore vero.,informazione_scheda
REC-1351,2026-08-21,sito,SKU-102,Vibratore Rabbit Nova,vibratori,3,Si scarica molto più in fretta di quanto dichiarato nella scheda. Parlavate di due ore.,difetto_batteria
REC-1352,2026-06-16,sito,SKU-112,Body in pizzo Luce,lingerie,5,"Buonasera, servizio impeccabile dall'ordine alla consegna, e il Body in pizzo Luce ha superato le aspettative.",feedback_positivo
REC-1353,2026-08-08,sito,SKU-112,Body in pizzo Luce,lingerie,5,"Prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1354,2026-05-02,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,2,"Procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
REC-1355,2026-07-27,sito,SKU-102,Vibratore Rabbit Nova,vibratori,5,"Buonasera, servizio impeccabile dall'ordine alla consegna, e il Vibratore Rabbit Nova ha superato le aspettative.",feedback_positivo
REC-1356,2026-04-15,sito,SKU-111,Kit bondage Soft Start,bdsm,2,"Ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato.",logistica_consegna
REC-1357,2026-04-06,trustpilot,SKU-111,Kit bondage Soft Start,bdsm,5,"Comprato per curiosità, tornata per la seconda volta. Il Kit bondage Soft Start è ottimo.",feedback_positivo
REC-1358,2026-06-12,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,1,"Vorrei sostituire il Vibratore per coppie Duo App con un modello diverso, ma non trovo da nessuna parte come si fa il cambio.",reso_rimborso
REC-1359,2026-07-28,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,"Servizio impeccabile dall'ordine alla consegna, e il Lubrificante base acqua Fresh 100ml ha superato le aspettative.",feedback_positivo
REC-1360,2026-07-07,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Buonasera, mi è arrivato già usato, la confezione era chiaramente stata aperta.",difetto_prodotto
REC-1361,2026-07-26,trustpilot,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,2,"Mi avevano promesso il rimborso via mail, da allora silenzio totale.",reso_rimborso
REC-1362,2026-04-28,sito,SKU-106,Masturbatore Echo,per-lui,4,"Buongiorno, il Masturbatore Echo ha un blocco tasti? Mi si accende da solo in borsa.",uso_prodotto
REC-1363,2026-04-20,trustpilot,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,"Il Lubrificante base acqua Fresh 100ml è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1364,2026-06-26,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,"Comprato per curiosità, tornata per la seconda volta. Il Vibratore per coppie Duo App è ottimo.",feedback_positivo
REC-1365,2026-07-13,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,"Sarebbe bello avere una guida ai materiali, ogni volta mi perdo tra silicone, ABS e TPE.",corsi_contenuti
REC-1366,2026-05-17,trustpilot,SKU-112,Body in pizzo Luce,lingerie,2,"Consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1367,2026-04-03,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,1,"La ricarica magnetica si stacca al minimo movimento, è impossibile lasciarlo in carica.",difetto_batteria
REC-1368,2026-08-09,trustpilot,SKU-103,Wand massaggiante Vela,wand,3,"Dopo tre settimane il Wand massaggiante Vela non si accende più, la base magnetica non aggancia bene.",difetto_batteria
REC-1369,2026-09-07,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,"Ciao, servizio impeccabile dall'ordine alla consegna, e il Vibratore per coppie Duo App ha superato le aspettative.",feedback_positivo
REC-1370,2026-03-31,sito,SKU-103,Wand massaggiante Vela,wand,1,"Mi avevano promesso il rimborso via mail, da allora silenzio totale.",reso_rimborso
REC-1371,2026-03-29,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,2,"Ho chiesto il reso del Palline vaginali Kegel Set venti giorni fa, il rimborso non è ancora arrivato.",reso_rimborso
REC-1372,2026-08-17,sito,SKU-112,Body in pizzo Luce,lingerie,1,"Mi avevano promesso il rimborso via mail, da allora silenzio totale.",reso_rimborso
REC-1373,2026-04-05,trustpilot,SKU-111,Kit bondage Soft Start,bdsm,2,"molto più rumoroso di quanto immaginassi, si sente da fuori dalla stanza.",difetto_prodotto
REC-1374,2026-07-10,sito,SKU-112,Body in pizzo Luce,lingerie,2,"sarebbe utile indicare quanti decibel fa il Body in pizzo Luce, la rumorosità non è scritta da nessuna parte.",informazione_scheda
REC-1375,2026-08-25,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,1,"Ho scritto su Instagram e mi hanno detto di mandare una mail, ho mandato la mail e nessuno risponde.",assistenza
REC-1376,2026-04-30,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1377,2026-09-01,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1378,2026-05-20,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,"materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1379,2026-04-18,sito,SKU-111,Kit bondage Soft Start,bdsm,3,"Ho scritto su Instagram e mi hanno detto di mandare una mail, ho mandato la mail e nessuno risponde.",assistenza
REC-1380,2026-09-15,trustpilot,SKU-103,Wand massaggiante Vela,wand,2,"procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
REC-1381,2026-08-10,trustpilot,SKU-111,Kit bondage Soft Start,bdsm,2,"Buonasera, il Kit bondage Soft Start risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso.",logistica_consegna
REC-1382,2026-07-26,sito,SKU-106,Masturbatore Echo,per-lui,2,"Consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1383,2026-09-08,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,4,"manca l'indicazione del materiale nella scheda del Vibratore per coppie Duo App, ho dovuto scrivervi per saperlo.",informazione_scheda
REC-1384,2026-05-19,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,2,Ordinato il 19/05 e dopo dieci giorni il pacco non è ancora arrivato. Il tracking è fermo da una settimana.,logistica_consegna
REC-1385,2026-03-30,sito,SKU-103,Wand massaggiante Vela,wand,2,"Salve, il Wand massaggiante Vela è arrivato con un difetto sul silicone, c'era proprio un taglio.",difetto_prodotto
REC-1386,2026-05-23,sito,SKU-108,Dildo in silicone Onda,dildo,5,"Buonasera, il Dildo in silicone Onda è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1387,2026-07-12,sito,SKU-103,Wand massaggiante Vela,wand,3,"Buongiorno, sulla scheda del Wand massaggiante Vela non è chiaro cosa sia incluso nella confezione.",informazione_scheda
REC-1388,2026-09-20,trustpilot,SKU-108,Dildo in silicone Onda,dildo,2,"Risposte vaghe, copiate e incollate, che non risolvono il problema.",assistenza
REC-1389,2026-05-01,sito,SKU-108,Dildo in silicone Onda,dildo,2,Ordinato il 01/05 e dopo dieci giorni il pacco non è ancora arrivato. Il tracking è fermo da una settimana.,logistica_consegna
REC-1390,2026-05-28,sito,SKU-109,Palline vaginali Kegel Set,palline,5,"Comprato per curiosità, tornata per la seconda volta. Il Palline vaginali Kegel Set è ottimo.",feedback_positivo
REC-1391,2026-09-02,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,3,Il prezzo in newsletter era diverso da quello sul sito al momento dell'acquisto.,promo_ordini
REC-1392,2026-04-29,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,3,"Uno dei pulsanti del Lubrificante base acqua Fresh 100ml non risponde, devo premerlo cinque volte.",difetto_prodotto
REC-1393,2026-05-10,sito,SKU-106,Masturbatore Echo,per-lui,1,"Reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo?",reso_rimborso
REC-1394,2026-09-01,sito,SKU-106,Masturbatore Echo,per-lui,5,"materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1395,2026-06-02,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,1,"Tracking mai aggiornato, non ho idea di dove sia il mio ordine. Un po' di trasparenza in più non guasterebbe.",logistica_consegna
REC-1396,2026-08-25,sito,SKU-109,Palline vaginali Kegel Set,palline,2,"Ciao, ho ordinato durante la promozione e mi è stato addebitato il prezzo pieno.",promo_ordini
REC-1397,2026-05-04,sito,SKU-102,Vibratore Rabbit Nova,vibratori,3,Il cavo di ricarica in dotazione ha smesso di funzionare quasi subito.,difetto_batteria
REC-1398,2026-04-02,sito,SKU-107,Kit plug progressivo,anale,5,"prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1399,2026-03-31,sito,SKU-108,Dildo in silicone Onda,dildo,1,"Procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
REC-1400,2026-06-19,sito,SKU-103,Wand massaggiante Vela,wand,1,"Il Wand massaggiante Vela è arrivato con un difetto sul silicone, c'era proprio un taglio.",difetto_prodotto
REC-1401,2026-03-27,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,"Il Succhia-clitoride Aurora è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1402,2026-08-31,trustpilot,SKU-107,Kit plug progressivo,anale,5,Il Kit plug progressivo vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1403,2026-06-21,sito,SKU-103,Wand massaggiante Vela,wand,1,"Assistenza clienti davvero impeccabile, mi hanno risposto in mezza giornata e risolto tutto.",assistenza
REC-1404,2026-06-19,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,3,"Sarebbe utile indicare quanti decibel fa il Vibratore per coppie Duo App, la rumorosità non è scritta da nessuna parte.",informazione_scheda
REC-1405,2026-06-24,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,"imballaggio davvero discreto, sulla scatola non c'è scritto niente. Su questo siete impeccabili.",imballo_privacy
REC-1406,2026-06-24,sito,SKU-105,Anello fallico Orbit,per-lui,5,"ottimo acquisto, il Anello fallico Orbit è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1407,2026-08-25,sito,SKU-108,Dildo in silicone Onda,dildo,5,"Ciao, il Dildo in silicone Onda è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1408,2026-04-25,sito,SKU-103,Wand massaggiante Vela,wand,3,"Ho ricevuto una risposta chiara e senza giudizio, e per un acquisto del genere conta parecchio.",assistenza
REC-1409,2026-06-27,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,Come si carica il Succhia-clitoride Aurora? Nella confezione non c'era nessun foglietto di istruzioni.,uso_prodotto
REC-1410,2026-08-07,sito,SKU-102,Vibratore Rabbit Nova,vibratori,4,Ho scritto due volte all'assistenza e non ho ricevuto nessuna risposta.,assistenza
REC-1411,2026-05-31,trustpilot,SKU-112,Body in pizzo Luce,lingerie,4,Le foto del Body in pizzo Luce non rendono l'idea del colore vero.,informazione_scheda
REC-1412,2026-07-05,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,Il cavo di ricarica in dotazione ha smesso di funzionare quasi subito.,difetto_batteria
REC-1413,2026-05-26,sito,SKU-112,Body in pizzo Luce,lingerie,5,"comprato per curiosità, tornata per la seconda volta. Il Body in pizzo Luce è ottimo.",feedback_positivo
REC-1414,2026-05-22,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,1,"Buongiorno, consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1415,2026-06-16,trustpilot,SKU-105,Anello fallico Orbit,per-lui,2,"mi avevano promesso il rimborso via mail, da allora silenzio totale.",reso_rimborso
REC-1416,2026-09-14,trustpilot,SKU-112,Body in pizzo Luce,lingerie,1,"Molto più rumoroso di quanto immaginassi, si sente da fuori dalla stanza.",difetto_prodotto
REC-1417,2026-04-29,sito,SKU-111,Kit bondage Soft Start,bdsm,3,"Ho ricevuto una risposta chiara e senza giudizio, e per un acquisto del genere conta parecchio.",assistenza
REC-1418,2026-04-01,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,4,"Ciao, non si capisce dalla descrizione se il Vibratore Rabbit Nova è ricaricabile o va a pile.",informazione_scheda
REC-1419,2026-05-05,sito,SKU-103,Wand massaggiante Vela,wand,4,Non si capisce dalla descrizione se il Wand massaggiante Vela è ricaricabile o va a pile.,informazione_scheda
REC-1420,2026-05-17,sito,SKU-108,Dildo in silicone Onda,dildo,1,"Consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1421,2026-08-01,sito,SKU-103,Wand massaggiante Vela,wand,5,"Buonasera, i vostri articoli sono l'unica cosa in italiano che spieghi certe cose senza fare i moralisti.",corsi_contenuti
REC-1422,2026-04-25,trustpilot,SKU-103,Wand massaggiante Vela,wand,2,"Ciao, pacco bloccato in transito da sei giorni, nessuno mi sa dire nulla.",logistica_consegna
REC-1423,2026-06-27,sito,SKU-111,Kit bondage Soft Start,bdsm,3,"Salve, vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta.",imballo_privacy
REC-1424,2026-06-24,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,3,"Uno dei pulsanti del Lubrificante base acqua Fresh 100ml non risponde, devo premerlo cinque volte.",difetto_prodotto
REC-1425,2026-07-03,sito,SKU-108,Dildo in silicone Onda,dildo,2,Spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto.,logistica_consegna
REC-1426,2026-07-16,sito,SKU-111,Kit bondage Soft Start,bdsm,2,"Buongiorno, molto più rumoroso di quanto immaginassi, si sente da fuori dalla stanza.",difetto_prodotto
REC-1427,2026-05-17,sito,SKU-105,Anello fallico Orbit,per-lui,1,Seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre.,logistica_consegna
REC-1428,2026-09-02,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,il prezzo in newsletter era diverso da quello sul sito al momento dell'acquisto.,promo_ordini
REC-1429,2026-04-11,sito,SKU-109,Palline vaginali Kegel Set,palline,5,"Servizio impeccabile dall'ordine alla consegna, e il Palline vaginali Kegel Set ha superato le aspettative.",feedback_positivo
REC-1430,2026-09-16,sito,SKU-112,Body in pizzo Luce,lingerie,5,"Comprato per curiosità, tornata per la seconda volta. Il Body in pizzo Luce è ottimo.",feedback_positivo
REC-1431,2026-08-31,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,Finalmente un negozio italiano serio su questo tema. Il Succhia-clitoride Aurora è di qualità alta.,feedback_positivo
REC-1432,2026-05-27,sito,SKU-105,Anello fallico Orbit,per-lui,5,Il video corso è ottimo ma la piattaforma è scomoda da usare da telefono.,corsi_contenuti
REC-1433,2026-06-08,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,Il Succhia-clitoride Aurora doveva essere impermeabile e invece dopo averlo sciacquato ha iniziato a fare le bizze.,difetto_prodotto
REC-1434,2026-07-31,sito,SKU-103,Wand massaggiante Vela,wand,5,"Buongiorno, il Wand massaggiante Vela è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1435,2026-04-25,sito,SKU-111,Kit bondage Soft Start,bdsm,2,"Il Kit bondage Soft Start risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso.",logistica_consegna
REC-1436,2026-05-23,trustpilot,SKU-112,Body in pizzo Luce,lingerie,5,"Servizio impeccabile dall'ordine alla consegna, e il Body in pizzo Luce ha superato le aspettative.",feedback_positivo
REC-1437,2026-07-13,sito,SKU-109,Palline vaginali Kegel Set,palline,2,"Vorrei sostituire il Palline vaginali Kegel Set con un modello diverso, ma non trovo da nessuna parte come si fa il cambio.",reso_rimborso
REC-1438,2026-05-24,sito,SKU-109,Palline vaginali Kegel Set,palline,5,"Ciao, il Palline vaginali Kegel Set è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1439,2026-04-16,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,"Buongiorno, spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto.",logistica_consegna
REC-1440,2026-04-20,sito,SKU-105,Anello fallico Orbit,per-lui,1,"Molto più rumoroso di quanto immaginassi, si sente da fuori dalla stanza.",difetto_prodotto
REC-1441,2026-09-15,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,4,"Assistenza gentile ma non risolutiva, mi hanno rimandato a una pagina che non c'entrava nulla.",assistenza
REC-1442,2026-04-13,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,5,Il video corso è ottimo ma la piattaforma è scomoda da usare da telefono.,corsi_contenuti
REC-1443,2026-08-26,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,Il cavo di ricarica in dotazione ha smesso di funzionare quasi subito.,difetto_batteria
REC-1444,2026-07-26,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,4,"Assistenza clienti davvero impeccabile, mi hanno risposto in mezza giornata e risolto tutto.",assistenza
REC-1445,2026-09-15,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,2,"Ciao, il Vibratore Rabbit Nova ha un blocco tasti? Mi si accende da solo in borsa.",uso_prodotto
REC-1446,2026-06-06,sito,SKU-106,Masturbatore Echo,per-lui,5,"Ottimo acquisto, il Masturbatore Echo è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1447,2026-07-16,sito,SKU-108,Dildo in silicone Onda,dildo,5,Il Dildo in silicone Onda vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1448,2026-05-21,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,"Comprato per curiosità, tornata per la seconda volta. Il Succhia-clitoride Aurora è ottimo.",feedback_positivo
